	summarized	lineages	abundances	resid	coverage
07_07_25_ENCJUL01_R1__E0000000__X00__250205_12-30-24_WW__007.variants.tsv	[('LP.8.1* (LP.8.1.X)', 0.5500449999972293), ('XFG* (XFG.X)', 0.3446579999915545), ('NB.1.8.1* (NB.1.8.1.X)', 0.10529699999904597)]	NY.12 XFG.2 XFG.3 PQ.8.1 NY.19	0.50579000 0.21941300 0.12524500 0.10529700 0.04425500	14.451732009989737	96.8565026920376
11_04_24_ENCOCT30_R2__E0000000__X00__241107_SG_WW_3__001.variants.tsv	[('BA.2.86* (BA.2.86.X)', 0.45661999999992087), ('XEC* (XEC.X)', 0.33846199999966914), ('KP.3.1.1* (KP.3.1.1.X)', 0.13704299999972935), ('KP.3* (KP.3.X)', 0.06787499991372266)]	XEC.8 KP.1.1.5 KP.2.10 JN.1.18.6 KP.3.1.1 MC.27 MC.19 KP.3.6 KP.3 MC.16	0.33846200 0.22619000 0.11651100 0.11391900 0.03983310 0.03983300 0.03983300 0.03393750 0.03393750 0.01754390	4.59606152295512	86.35253987894191
08_26_24_ENCAUG23_R2__E0000000__X00__240829_SG_WW__001.variants.tsv	[('KP.3.1.1* (KP.3.1.1.X)', 0.6554719951646609), ('BA.2.86* (BA.2.86.X)', 0.33073487351603176), ('KP.3* (KP.3.X)', 0.013793097988431454)]	MC.44 KP.3.1.1 KP.2.3 MC.9 JN.1.11.1 MC.13.2 MC.13 KP.2.3.5 KP.3.3.10	0.21614299 0.16842901 0.15330809 0.13118600 0.13073488 0.06988705 0.06982695 0.04669190 0.01379310	8.942772761593151	97.23439119820753
10_21_24_PLOCT15_R2__E0000000__X00__241101_SG_WW_2__001.variants.tsv	[('KP.3* (KP.3.X)', 0.9999999999999698)]	KP.3.1 KP.3.3	0.74476000 0.25524000	2.4621094466197926	63.20436076647828
02_18_25_SBFEB11_R1__E0000000__X00__250308_SG_WW_1__001.variants.tsv	[('KP.3* (KP.3.X)', 0.3892740999975409), ('XEC* (XEC.X)', 0.30604299999904067), ('BA.2.86* (BA.2.86.X)', 0.15581839999896382), ('Omicron', 0.06617899999760304), ('KP.3.1.1* (KP.3.1.1.X)', 0.049285300000828224), ('LP.8.1* (LP.8.1.X)', 0.03340020000316969)]	XEC.2.7 KP.3.1 KP.2.10 KP.3.3.4 MR.2 XEC.4 XFC.2 PC.3.1 MC.19.1 KP.3.6 NY.4 LP.8.1.9 XEC.30 XEC.39 XEC.19	0.20573200 0.17455370 0.10223840 0.08496640 0.08466660 0.08173610 0.06617900 0.05358000 0.04928530 0.04508740 0.02347620 0.00992400 0.00705536 0.00705525 0.00446429	9.399720572550045	93.96381633949771
02_03_25_PLJAN26_R1__E0000000__X00__250207_SG_WW__001.variants.tsv	[('BA.2.86* (BA.2.86.X)', 0.2668400999029851), ('LP.8.1* (LP.8.1.X)', 0.2641509999988053), ('XEC* (XEC.X)', 0.24431039999845902), ('Other', 0.08902259999950404), ('KP.3.1.1* (KP.3.1.1.X)', 0.08510640000018309), ('Omicron', 0.05056950000000725)]	NY.10 LB.1.4 LF.3 XEW MC.10.1.8 XEC.4.1 XFR XEC.16 XEC.39 XEC.6 XEC.8 XEC.30 JN.1.16.5 XEC LP.8.1.14 KP.2.3.2 MC.10.1.3 LF.7.3 MC.10.1 MC.10.1.6	0.24473350 0.11475400 0.09543150 0.08902260 0.06943010 0.05514500 0.05056950 0.03301967 0.03272587 0.03272512 0.03267730 0.03265805 0.03228230 0.02535940 0.01941750 0.01281160 0.01208850 0.01156070 0.00179393 0.00179387	3.5992176935077396	80.56716717386216
08_26_24_ENCAUG22_R1__E0000000__X00__240829_SG_WW__001.variants.tsv	[('BA.2.86* (BA.2.86.X)', 0.6202398944818949), ('KP.3.1.1* (KP.3.1.1.X)', 0.3342809990249438), ('Omicron', 0.045479099879468805)]	MC.8 KP.2.3.13 KP.2.3 JN.1.11.2 LB.1.1 XES MC.45 JN.1.51.1 KP.1 LP.1 MT.1	0.29000000 0.21795400 0.15973000 0.11163100 0.05359699 0.04547910 0.04428100 0.03009523 0.02781720 0.01920770 0.00020777	6.075006304099062	94.48550312677658
12_30_24_PLDEC22_R1__E0000000__X00__250205_12-30-24_WW__001.variants.tsv	[('BA.2.86* (BA.2.86.X)', 0.5243109932884397), ('KP.3.1.1* (KP.3.1.1.X)', 0.21018399952808525), ('XEC* (XEC.X)', 0.15890999997016494), ('Other', 0.10659499989849465)]	KP.2.10 MC.10.1 MU.5 XEC.24 XEW XEC.39 MC.23 MC.19.1 XEC.11 XEC.30	0.36313900 0.17427800 0.16117199 0.11497000 0.10659500 0.03915253 0.02469140 0.01121460 0.00478469 0.00000278	6.6892741448271735	90.73337123365549
10_21_24_ENCOCT14_R2__E0000000__X00__241101_SG_WW_2__001.variants.tsv	[('BA.2.86* (BA.2.86.X)', 0.9395793242695462), ('KP.3* (KP.3.X)', 0.060420675672774024)]	KP.4.2.4 KP.2.14.1 MG.3 LP.1.1 LP.3 LP.2 KP.4.2.6 KP.4.2.1 KP.4.2.3 KP.4.1.2 KP.1.1.6 KP.2.14 MU.5 KP.1.1.1 LP.5 LP.9 LP.7 LP.1 KP.2.27 KP.2.6.1 KP.2.25.3 KP.1.1.5 KP.1.1.3 KP.4.2 KP.2.11 KP.2.7 KP.2.22 KP.2.6 KP.2.5 KP.2.9 KP.2.18 KP.2.1 KP.2.25 KP.2.8 KP.1 KP.4.1 KP.1.1 KP.2.10 KP.1.2 KP.3.6 KP.3.5 KP.2 KP.5 KP.3 KP.4 KP.6 JN.1.11.1 JN.1.11.2 JN.1.11 KP.2.28.1	0.02392340 0.02014023 0.02014023 0.02014023 0.02014023 0.02014023 0.02014023 0.02014023 0.02014023 0.02014023 0.02014023 0.02014023 0.02014023 0.02014023 0.02014023 0.02014023 0.02014023 0.02014023 0.02014023 0.02014023 0.02014023 0.02014023 0.02014023 0.02014023 0.02014023 0.02014023 0.02014023 0.02014023 0.02014023 0.02014023 0.02014023 0.02014023 0.02014023 0.02014023 0.02014023 0.02014023 0.02014023 0.02014023 0.02014023 0.02014023 0.02014023 0.02014023 0.02014023 0.02014023 0.02014023 0.02014023 0.02014023 0.02014023 0.02014023 0.00934579	2.902111276269294	23.271912517138748
11_04_24_ENCOCT29_R1_Z__E0000000__X00__241107_SG_WW_4__001.variants.tsv	[('XEC* (XEC.X)', 0.9090908999998448), ('KP.3* (KP.3.X)', 0.09090910000004551)]	XEC.30 KP.3.1.6 KP.3.3	0.90909090 0.05449190 0.03641720	4.903649735013277	82.97829649199078
06_30_25_PLMAY18_R1__E0000000__X00__250205_12-30-24_WW__007.variants.tsv	[('LP.8.1* (LP.8.1.X)', 0.4779120000002043), ('KP.3* (KP.3.X)', 0.3798880000000119), ('BA.2.86* (BA.2.86.X)', 0.1421999999996788)]	NY.16.1 KP.3.3.5 KP.3 NY.10 KP.1.1.3 LP.7 NY.16	0.37783400 0.21079500 0.16909300 0.07843140 0.07110239 0.07109761 0.02164660	7.361481500128408	82.78099187372504
08_05_24_SBAUG04_R2__E0000000__X00__240808_SG_WW__001.variants.tsv	[('BA.2.86* (BA.2.86.X)', 0.958808508993062), ('KP.3.1.1* (KP.3.1.1.X)', 0.03553749999878457), ('KP.3* (KP.3.X)', 0.005520469991155507), ('Other', 0.0001335210000380877)]	KP.2 KP.2.10 LB.1.11.1 KP.2.3.7 KP.2.3.10 KP.2.19 LD.1 LB.1.1 LB.1.8 LB.1 KP.2.16 MC.11 JN.1.7.4 LB.1.3.5 MC.11.3 KP.1.1 KP.1.1.5 PG.3 JN.1.11.2 JN.1.48.1 LB.1.2 B.1.36.33 NJ.1	0.25834298 0.11966145 0.08948832 0.08564440 0.05498860 0.05486790 0.05236130 0.04724651 0.04325700 0.04030050 0.03678020 0.02746575 0.02671020 0.02592640 0.00807175 0.00686495 0.00579855 0.00552047 0.00453693 0.00386180 0.00212796 0.00013352 0.00004255	8.991739375330527	98.38143330100658
09_30_24_PLSEP25_R1__E0000000__X00__241003_SG_WW_4__001.variants.tsv	[('KP.3.1.1* (KP.3.1.1.X)', 0.47142900000014654), ('KP.3* (KP.3.X)', 0.3508559999999855), ('XEC* (XEC.X)', 0.12354899999995679), ('BA.2.86* (BA.2.86.X)', 0.05416599999988095)]	MC.44 KP.3.3 XEC.32 KP.3.3.10 KP.4.1.3	0.47142900 0.27042500 0.12354900 0.08043100 0.05416600	5.995593112021847	77.62431863023777
06_24_24_PLJUN18_R2__E0000000__X00__240627_2_SG_WW__001.trimmed.sorted.variants.tsv	[('BA.2.86* (BA.2.86.X)', 0.7978677000209018), ('KP.3* (KP.3.X)', 0.18591799993524838), ('Omicron', 0.016214299616741496)]	JN.1.18.5 KP.1.1 KP.1 KP.3.3 KP.2 KP.2.3.7 JN.1.36 XEE JN.1.48 KP.3.3.10 PG.5 JN.1.11.1	0.24833400 0.19977946 0.18569554 0.16972680 0.11444754 0.02122470 0.01636900 0.01621430 0.01201200 0.01158727 0.00460393 0.00000546	7.414075836168415	93.60599270976157
12_09_24_PLDEC01_R1__E0000000__X00__241212_SG_WW__001.variants.tsv	[('XEC* (XEC.X)', 0.35844999999977484), ('BA.2.86* (BA.2.86.X)', 0.3081130999972665), ('KP.3.1.1* (KP.3.1.1.X)', 0.15885399999961822), ('LP.8.1* (LP.8.1.X)', 0.08503560000002032), ('KP.3* (KP.3.X)', 0.0762140000018165), ('Omicron', 0.013333299999803863)]	KP.2.10 MC.19.1 XEC.24 XEC.30 XEC.39 XEC.25 KP.3.3.10 KP.3.3.3 PC.3.1 PP.1 PP.2 LP.8.1.8 NT.1 LF.7.2.1 XDY.9 XEC.32	0.23365500 0.15885400 0.10474900 0.10085501 0.10085069 0.03921570 0.03810781 0.03810619 0.03720510 0.02834521 0.02834521 0.02834519 0.01949320 0.01775980 0.01333330 0.01277960	6.898517117416396	78.70782195766311
10_21_24_ENCOCT16_R1__E0000000__X00__241024_SG_WW_combined__001.variants.tsv	[('KP.3.1.1* (KP.3.1.1.X)', 0.8398129999999158), ('KP.3* (KP.3.X)', 0.09984200000002647), ('Omicron', 0.06034499999993994)]	MC.28 MC.43 XEP KP.3.3.1 KP.3.3.10 KP.3.1.1 MC.22 MC.19 MC.15 MC.16 MC.40 MC.27 MC.21	0.39374000 0.20454500 0.06034500 0.05632310 0.04351890 0.03019104 0.03019102 0.03019100 0.03019100 0.03019100 0.03019099 0.03019099 0.03019096	5.650752253161101	67.06350533391299
06_03_24_ENCMAY31_R1__E0000000__X00__240624_2_SG_WW__001.trimmed.sorted.variants.tsv	[('BA.2.86* (BA.2.86.X)', 0.9819754999397814), ('KP.3* (KP.3.X)', 0.0180244999992354)]	JN.1.35 KP.2.25 KP.2.25.3 KP.1 KP.1.1 KP.3.3.10	0.57575220 0.18193300 0.18193300 0.02117865 0.02117865 0.01802450	4.984308456910329	84.47647393238137
03_03_25_ENCFEB24_R1__E0000000__X00__250308_SG_WW_3__001.variants.tsv	[('LP.8.1* (LP.8.1.X)', 0.6314679990027565), ('XEC* (XEC.X)', 0.3685319996366262)]	NY.2 XEC.30 XEC.39 LP.8.1.10 LP.8.1.4 LP.8.1.14	0.36927520 0.18426600 0.18426600 0.15287500 0.09890110 0.01041670	6.006354096896054	68.28077450423035
06_30_25_SBJUN12_R1__E0000000__X00__250205_12-30-24_WW__007.variants.tsv	[('LP.8.1* (LP.8.1.X)', 0.44604679999773933), ('BA.2.86* (BA.2.86.X)', 0.43111119996847813), ('NB.1.8.1* (NB.1.8.1.X)', 0.1228420000167518)]	LP.8.1.5 LP.9 LF.7.9 PQ.17 NY.19	0.39598500 0.30107920 0.13003200 0.12284200 0.05006180	15.738834034168788	91.44901849312778
11_04_24_ENCOCT29_R1_combined__E0000000__X00__241107_SG_WW_combined__001.variants.tsv	[('KP.3* (KP.3.X)', 0.3775070000049529), ('XEC* (XEC.X)', 0.345348958524288), ('Other', 0.26265100000168534), ('BA.2.86* (BA.2.86.X)', 0.014492999993645856)]	XEW XEC.6 KP.3 KP.3.3.7 XEC.4 KP.3.1.6 KP.3.3 JN.1.11.1	0.26265100 0.25501656 0.16038650 0.12566800 0.09033240 0.05090450 0.04054800 0.01449300	6.755735077985004	93.00070227067518
07_08_24_SBJUL04_R2__E0000000__X00__240712_2_SG_WW__001.variants.tsv	[('BA.2.86* (BA.2.86.X)', 0.893960998149097), ('KP.3* (KP.3.X)', 0.10603899976652321)]	LP.11 LP.7 LB.1.7.4 KP.2.3.8 LB.1.11 KP.3 KP.2.3.4 LF.9 KP.3.3 KP.2.3.6 JN.1.48 JN.1.7.4 KP.2.2.2 LY.1 KP.2.20.1 LP.1.2 NP.2 LF.3.1.1 KP.3.1.11	0.21825100 0.15646712 0.13107600 0.07139280 0.06999020 0.06780315 0.06195675 0.05680170 0.03631303 0.03427445 0.02884550 0.02249515 0.01371670 0.01240020 0.01225690 0.00362428 0.00188947 0.00041225 0.00003335	8.414349096268968	97.58887068187138
01_13_25_PLJAN07_R1__E0000000__X00__250205_01-13-25_WW__001.variants.tsv	[('XEC* (XEC.X)', 0.49713674999981083), ('KP.3.1.1* (KP.3.1.1.X)', 0.2565289999982075), ('BA.2.86* (BA.2.86.X)', 0.14639364999946072), ('KP.3* (KP.3.X)', 0.06484624999985066), ('LP.8.1* (LP.8.1.X)', 0.026784100000232593), ('Omicron', 0.008310249999934481)]	XEC MC.10.1 XEC.32 XEC.28 KP.1.1.5 XEC.2.7 KP.3.3.5 KP.1 MC.42 MC.24.2 MC.10.1.1 XEC.2 MC.10.1.3 KP.4 PF.2 XEC.15 XEC.4 MC.10.1.8 LP.8.1.5 XEC.2.2.1 XEC.18 XFR XEC.12 PG.5	0.16566295 0.12079990 0.11254900 0.08044160 0.07454025 0.06502470 0.06474891 0.05042665 0.03932660 0.03120940 0.03114190 0.02504443 0.02404080 0.02142675 0.01775150 0.01404490 0.01103363 0.01001040 0.00903260 0.00896467 0.00842040 0.00831025 0.00595047 0.00009734	6.5708477384408095	95.21452697053807
12_09_24_SBDEC08_R2__E0000000__X00__241212_SG_WW__001.variants.tsv	[('KP.3.1.1* (KP.3.1.1.X)', 0.8402860000092188), ('BA.2.86* (BA.2.86.X)', 0.14178829998920925), ('XEC* (XEC.X)', 0.01792569999975708)]	KP.3.1.1 JN.1.26 MC.10.1.1 MC.38 JN.1.52 XEC.25 MC.42	0.67826617 0.12073300 0.10156300 0.05308220 0.02105530 0.01792570 0.00737463	5.975261740912401	89.62980302979634
07_15_24_PLJUL07_R1__E0000000__X00__240718_SG_WW__001.variants.tsv	[('BA.2.86* (BA.2.86.X)', 0.858959476515988), ('KP.3* (KP.3.X)', 0.13385659999995064), ('KP.3.1.1* (KP.3.1.1.X)', 0.0071839099999402465)]	KP.1 KP.1.2 KP.1.1 KP.3.3.10 KP.2 KP.2.5 KP.2.3.12 LB.1.1 KP.2.3.5 LB.1.3 JN.1.42 LW.1 KP.3.2.3 LP.1 PG.5 KP.2.20.1 MC.24 MC.24.1 KP.2.9	0.20091130 0.13304819 0.13189021 0.07670010 0.07391375 0.07391192 0.05924450 0.05444500 0.05084750 0.03029200 0.02499999 0.02261015 0.02220065 0.01729630 0.01234570 0.00549451 0.00359196 0.00359195 0.00266430	3.760263748257755	91.92723138146674
11_18_24_SBNOV17_R2__E0000000__X00__241125_SG_WW_combined__001.variants.tsv	[('BA.2.86* (BA.2.86.X)', 0.5893246718601572), ('XEC* (XEC.X)', 0.32734200074035635), ('KP.3.1.1* (KP.3.1.1.X)', 0.05863427331306696), ('Other', 0.024698996328748557)]	JN.1.52 JN.1.11.1 XEC.19 XEC.23 XEC.39 XEC.30 XEC.31 KP.3.1.1 XEW MC.21	0.31792798 0.27139669 0.06546842 0.06546841 0.06546840 0.06546838 0.06546838 0.05264626 0.02469900 0.00598802	6.941654712470614	88.96431796140855
06_10_24_SBJUN09_R1__E0000000__X00__240624_4_SG_WW__001.trimmed.sorted.variants.tsv	[('BA.2.86* (BA.2.86.X)', 0.7202469997743025), ('KP.3* (KP.3.X)', 0.27975299999998415)]	KP.1.1 KP.3.3.3 LB.1.1 JN.1.16.1 KP.2.3.6 ML.2 JN.1.16.3	0.31025360 0.25343720 0.21530100 0.13025660 0.05541740 0.02631580 0.00901840	6.268880741235028	85.09848510182925
11_04_24_SBOCT31_R1__E0000000__X00__241107_SG_WW_3__001.variants.tsv	[('KP.3.1.1* (KP.3.1.1.X)', 0.6778350999760856), ('Omicron', 0.25000000001230305), ('KP.3* (KP.3.X)', 0.07216489998748508)]	MC.10 XEF MC.10.1 KP.3.3.10 MC.15 MC.27 KP.3.1.1	0.27078900 0.25000000 0.19674300 0.07216490 0.07010103 0.07010103 0.07010103	3.9096865632138473	81.6707353777213
07_01_25_PLAPR21_R1__E0000000__X00__250205_12-30-24_WW__007.variants.tsv	[('BA.2.86* (BA.2.86.X)', 0.889893900000188), ('XEC* (XEC.X)', 0.05882399999935271), ('LP.8.1* (LP.8.1.X)', 0.051282100000083396)]	LP.9 MU.5 XEC.4 PF.2.3	0.45392590 0.43596800 0.05882400 0.05128210	6.881256046549871	71.17011671069793
06_30_25_ENCJUN11_R1__E0000000__X00__250205_12-30-24_WW__007.variants.tsv	[('NB.1.8.1* (NB.1.8.1.X)', 0.4006370000000248), ('XFG* (XFG.X)', 0.2533349999999), ('LP.8.1* (LP.8.1.X)', 0.15921099999995356), ('BA.2.86* (BA.2.86.X)', 0.1328739999994157), ('Omicron', 0.05394299999958273)]	PQ.17 XFG.6 NY.19 KP.2.10 XFG.2 PQ.5 XFC PQ.12	0.29862730 0.17479880 0.15921100 0.13287400 0.07853620 0.07214620 0.05394300 0.02986350	16.607490515574185	95.75627863425075
10_21_24_PLOCT14_R1__E0000000__X00__241024_SG_WW_combined__001.variants.tsv	[('KP.3.1.1* (KP.3.1.1.X)', 0.7452103699986717), ('Other', 0.24411000000015648), ('BA.2.86* (BA.2.86.X)', 0.009647629999807703), ('Omicron', 0.0010319999999090289)]	XEW MC.33.2 MC.19 MC.27 MC.42 MC.15 KP.3.1.1 MC.16 MC.5 MC.33 MC.19.1 KP.2.15 NE.1 NL.21 XN	0.24411000 0.07452138 0.07452138 0.07452138 0.07452119 0.07452104 0.07452095 0.07452078 0.07452078 0.07452073 0.07452073 0.00454030 0.00373134 0.00137599 0.00103200	4.146478501513678	54.43600976490653
07_01_24_ENCJUN26_R2__E0000000__X00__240712_1_SG_WW__001.variants.tsv	[('BA.2.86* (BA.2.86.X)', 0.7401319039525228), ('KP.3* (KP.3.X)', 0.25986798321264715)]	KP.2 KP.2.5 KP.3 JN.1.14 KP.3.3.10 KP.2.10 MU.5 KP.2.3.3 KP.2.3.2 JN.1.25.1 KP.2.20.1 JN.1.7.8 NL.21 JN.1.22	0.30306640 0.30306640 0.23258469 0.05090313 0.02728329 0.02038817 0.01722529 0.01490281 0.01490249 0.01240498 0.00258732 0.00053794 0.00014672 0.00000025	8.42558136530473	87.58318563354847
12_09_24_ENCDEC03_R2__E0000000__X00__241212_SG_WW__001.variants.tsv	[('KP.3.1.1* (KP.3.1.1.X)', 0.48688699998630275), ('KP.3* (KP.3.X)', 0.19678970001228158), ('BA.2.86* (BA.2.86.X)', 0.12687599998737858), ('XEC* (XEC.X)', 0.11427599993301496), ('Omicron', 0.05747130000120105), ('Other', 0.017700000025383123)]	MC.10.1 JN.1.15 KP.3.6 KP.3 KP.3.1.1 XEC.32 MC.10 XFC MC.1.3 XEC XEW	0.26055600 0.12687600 0.09839485 0.09839485 0.09203700 0.09197650 0.08959200 0.05747130 0.04470200 0.02229950 0.01770000	6.705847321435364	83.79426813363207
07_22_24_PLJUL14_R1__E0000000__X00__240729_SG_WW__001.variants.tsv	[('BA.2.86* (BA.2.86.X)', 0.5927289647095207), ('KP.3* (KP.3.X)', 0.37632509999957375), ('KP.3.1.1* (KP.3.1.1.X)', 0.01932439999995806), ('Omicron', 0.01152080000000046), ('Other', 0.00010056699990160754)]	KP.3.1 JN.1.42.2 KP.2.27 LF.3 KP.3.1.6 KP.2.10 KP.3.3.10 KP.2.3.8 JN.1.18.9 KP.2.3.3 KP.2.3.2 LB.1.3.5 KP.2.3.13 NP.2 MC.19 XEP KP.2.3.6 MC.32 KP.2.19 JN.1.54 MC.10.1.3 JN.1.18.5 XDQ.1.1 LZ.1	0.27817790 0.22447000 0.08041310 0.06779440 0.04447790 0.03931125 0.03444980 0.02924683 0.02924120 0.02666524 0.02628329 0.02505220 0.02288440 0.01921950 0.01201962 0.01152080 0.00905607 0.00705219 0.00701635 0.00497605 0.00025259 0.00022563 0.00010057 0.00009295	8.61019021358213	97.15078754640003
02_18_25_ENCFEB13_R1__E0000000__X00__250308_SG_WW_1__001.variants.tsv	[('LP.8.1* (LP.8.1.X)', 0.4381883999795796), ('XEC* (XEC.X)', 0.32482680000023734), ('BA.2.86* (BA.2.86.X)', 0.1080626999974751), ('KP.3.1.1* (KP.3.1.1.X)', 0.08574089999750302), ('KP.3* (KP.3.X)', 0.043181199999437245)]	XEC.39 LP.8.1.9 LP.8.1.6 KP.1.1.5 MC.42 PB.1 XEC.4 XEC.27 MC.10.1.3 XEC.30	0.26888477 0.22790700 0.21028140 0.10806270 0.07769441 0.04318120 0.04038460 0.01555560 0.00804649 0.00000183	6.690021031702104	90.0344447045447
08_05_24_PLJUL30_R1__E0000000__X00__240808_SG_WW__001.variants.tsv	[('BA.2.86* (BA.2.86.X)', 0.599822499998754), ('KP.3.1.1* (KP.3.1.1.X)', 0.250897999999838), ('KP.3* (KP.3.X)', 0.14927949999991577)]	KP.2.3 MC.6 KP.2.10 KP.3.1 LB.1.7 KP.2.2 LB.1.2 KP.2.3.2 MC.19 MC.24.2 KP.2.3.6 KP.2.3.12 KP.3.3.4 KP.3.3.10 KP.2.4 LF.9 MC.24 KP.2 MC.13.2.3 LR.1 KP.3.1.3 KP.2.3.13 JN.1.48 MC.44 LB.1.3.5 LQ.3	0.13067500 0.12520700 0.09096930 0.08032080 0.06844094 0.05104130 0.04777690 0.04490094 0.04420304 0.04276050 0.03922210 0.03520140 0.02928510 0.02816940 0.02437015 0.02429730 0.01919630 0.01660675 0.01630430 0.01153640 0.01150420 0.00609756 0.00445909 0.00322686 0.00245902 0.00176835	10.299246190201734	97.81961676086011
11_12_24_SBNOV07_R2__E0000000__X00__241115_SG_WW__001.variants.tsv	[('KP.3* (KP.3.X)', 0.5693124402661436), ('KP.3.1.1* (KP.3.1.1.X)', 0.42183799973622615), ('BA.2.86* (BA.2.86.X)', 0.008849559780841171)]	KP.3.4 MC.9.3 MC.9 KP.3.3.2 KP.3.3.7 KP.3.3.5 KP.3.3.3 KP.3.3.10 KP.2.22	0.37825244 0.21091900 0.21091900 0.03821200 0.03821200 0.03821200 0.03821200 0.03821200 0.00884956	3.4616242972743776	36.812359963883225
06_10_24_PLJUN02_R2__E0000000__X00__240624_4_SG_WW__001.variants.tsv	[('BA.2.86* (BA.2.86.X)', 0.9356932589984444), ('KP.3* (KP.3.X)', 0.06401339999965504), ('Other', 0.00029334100070083416)]	JN.1.11.2 JN.1.11.1 KP.2.3 KP.2.3.9 JN.1.42 JN.1.11 KP.3.3.3 KP.2.3.3 KP.2.3.2 KP.3.3 KR.1.1 XDP	0.19974728 0.19819688 0.17920074 0.17865326 0.07346894 0.05936244 0.04865800 0.02259999 0.01824801 0.01535540 0.00621572 0.00029334	9.083856297078443	94.37514630639066
02_24_25_SBFEB23_R2__E0000000__X00__250308_SG_WW_2__001.variants.tsv	[('BA.2.86* (BA.2.86.X)', 0.48131040308794165), ('LP.8.1* (LP.8.1.X)', 0.2595015969121322), ('KP.3* (KP.3.X)', 0.25918799986166535)]	LP.8 LP.8.1 KP.3 KP.3.3 JN.1.1.6 KP.3.1 LP.8.1.10 NL.10	0.42925540 0.24010300 0.13432960 0.09831380 0.04081200 0.02654460 0.01939860 0.01124300	4.93757879210478	89.06464234357757
07_07_25_PLJUL01_R1__E0000000__X00__250205_12-30-24_WW__007.variants.tsv	[('LP.8.1* (LP.8.1.X)', 0.6438699999997044), ('XFG* (XFG.X)', 0.10476199999987186), ('NB.1.8.1* (NB.1.8.1.X)', 0.09083849999896212), ('BA.2.86* (BA.2.86.X)', 0.08826150000117088), ('Omicron', 0.07226799999984178)]	NY.16 NW.1.7 XFG.3.4 XFC.2 PQ.14 NY.13 NL.8 JN.16 PQ.17 XFG.3.4.3 NW.1.2 LB.1.4	0.47111600 0.09131080 0.08529730 0.07226800 0.07006370 0.06263980 0.04358200 0.03080750 0.02077480 0.01946470 0.01880340 0.01387200	11.56851093985172	95.79640838711835
02_18_25_PLFEB12_R2__E0000000__X00__250308_SG_WW_1__001.variants.tsv	[('XEC* (XEC.X)', 0.48390273999933864), ('LP.8.1* (LP.8.1.X)', 0.2730769999901986), ('KP.3.1.1* (KP.3.1.1.X)', 0.13902700000205573), ('BA.2.86* (BA.2.86.X)', 0.08259599999675352), ('Other', 0.021397259999965165)]	NY.7 XEC.12 XEC.24 MC.10.1.3 XEC.30 XEC.39 XEC.4 XEC.37 JN.1.18.6 MC.19.1 PF.1 XEC.34 XEC.38 MC.10.1.6 XEW XEC.32 LP.8.1.12 JN.1.16.5 KS.1.1 XEC.36 XEC.2.2 MC.42 XEC.18 NC.1.2 MC.10.1.8	0.21651210 0.07539180 0.06862530 0.06811560 0.06271158 0.06180116 0.05786620 0.05304300 0.04354170 0.03692300 0.03540090 0.02847575 0.02847565 0.02601773 0.02139726 0.02128840 0.02116400 0.01979400 0.01426030 0.01065350 0.00970874 0.00720906 0.00586166 0.00500000 0.00076162	5.484718137493173	93.80664147409959
09_23_24_ENCSEP19_R2__E0000000__X00__241003_SG_WW_2__001.variants.tsv	[('KP.3.1.1* (KP.3.1.1.X)', 0.6425699999995123), ('BA.2.86* (BA.2.86.X)', 0.24467600000002426), ('KP.3* (KP.3.X)', 0.11275399999995239)]	MC.36 LB.1.3.3 LB.1.3 KP.3.3	0.64257000 0.12234194 0.12233406 0.11275400	4.024871543936229	49.73748453332441
03_03_25_ENCFEB28_R2__E0000000__X00__250308_SG_WW_3__001.variants.tsv	[('XEC* (XEC.X)', 0.6617209740552482), ('Omicron', 0.27405879957336987), ('KP.3* (KP.3.X)', 0.04929519690615413), ('LP.8.1* (LP.8.1.X)', 0.014925000550641478)]	XEC.39 XEC.30 XDY XDY.8 XEC KP.3.1 XEC.18 LP.8.1.6 XEC.4	0.26030686 0.25955874 0.13702941 0.13702939 0.10030198 0.04929520 0.02761610 0.01492500 0.01393730	6.24281223900023	90.68655318864327
12_30_24_ENCDEC25_R1__E0000000__X00__250205_12-30-24_WW__001.variants.tsv	[('XEC* (XEC.X)', 0.41942349992065037), ('KP.3.1.1* (KP.3.1.1.X)', 0.3105560000051394), ('KP.3* (KP.3.X)', 0.14860624997163657), ('Omicron', 0.11884849999766894), ('BA.2.86* (BA.2.86.X)', 0.0025657499996169075)]	XEC.30 XEC.19 MC.8 MC.10.1 KP.3.3.4 KP.3 XDY XDY.8 MC.24.2 XEC.9 MC.10.1.3 XEC.20 LP.10 XEC.39	0.21991187 0.16614400 0.16308200 0.09583378 0.07534250 0.07326375 0.05942464 0.05942386 0.04304640 0.02767300 0.00859382 0.00569260 0.00256575 0.00000203	4.661017175349853	93.55917466474935
5_20_24_PLMAY12_R1__E0000000__X00__240604_SG_WW__001.variants.tsv	[('BA.2.86* (BA.2.86.X)', 0.9261945996123735), ('KP.3* (KP.3.X)', 0.073805399993427)]	JN.1.57 LB.1.3 KR.1.1 JN.1.7.4 KP.3.3 JN.1.16.1 JN.1.26 KP.2.3.13 LB.1.4.1	0.31473700 0.22449000 0.20506500 0.08593750 0.07380540 0.03100200 0.03094200 0.01823830 0.01578280	5.9145597083759185	80.62401765709126
